ProductKey,OrderDateKey,DueDateKey,ShipDateKey,CustomerKey,PromotionKey,CurrencyKey,SalesTerritoryKey,SalesOrderNumber,SalesOrderLineNumber,RevisionNumber,OrderQuantity,UnitPrice,ExtendedAmount,UnitPriceDiscountPct,DiscountAmount,ProductStandardCost,TotalProductCost,SalesAmount,TaxAmt,Freight,CarrierTrackingNumber,CustomerPONumber,OrderDate,DueDate,ShipDate
231,20131115,20131127,20131122,12224,1,98,10,SO70847,2,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41593,41605,41600
599,20131115,20131127,20131122,19991,1,100,4,SO70848,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,,,41593,41605,41600
485,20131115,20131127,20131122,19991,1,100,4,SO70848,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41593,41605,41600
222,20131115,20131127,20131122,19991,1,100,4,SO70848,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41593,41605,41600
361,20131115,20131127,20131122,17470,1,100,4,SO70849,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41593,41605,41600
537,20131115,20131127,20131122,17470,1,100,4,SO70849,2,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,41593,41605,41600
589,20131115,20131127,20131122,15314,1,100,4,SO70850,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,41593,41605,41600
478,20131115,20131127,20131122,15314,1,100,4,SO70850,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41593,41605,41600
225,20131115,20131127,20131122,15314,1,100,4,SO70850,3,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41593,41605,41600
477,20131115,20131127,20131122,15314,1,100,4,SO70850,4,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41593,41605,41600
587,20131115,20131127,20131122,15291,1,19,6,SO70851,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,41593,41605,41600
475,20131115,20131127,20131122,15291,1,19,6,SO70851,2,1,1,69.99,69.99,0,0,26.1763,26.1763,69.99,5.5992,1.7498,,,41593,41605,41600
228,20131115,20131127,20131122,15291,1,19,6,SO70851,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41593,41605,41600
359,20131115,20131127,20131122,17008,1,100,4,SO70852,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41593,41605,41600
485,20131115,20131127,20131122,17008,1,100,4,SO70852,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41593,41605,41600
363,20131115,20131127,20131122,17010,1,100,4,SO70853,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41593,41605,41600
528,20131115,20131127,20131122,17010,1,100,4,SO70853,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41593,41605,41600
537,20131115,20131127,20131122,17010,1,100,4,SO70853,3,1,1,35.0,35.0,0,0,13.09,13.09,35.0,2.8,0.875,,,41593,41605,41600
234,20131115,20131127,20131122,17010,1,100,4,SO70853,4,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41593,41605,41600
355,20131115,20131127,20131122,17363,1,100,4,SO70854,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,41593,41605,41600
485,20131115,20131127,20131122,17363,1,100,4,SO70854,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41593,41605,41600
357,20131115,20131127,20131122,17393,1,100,4,SO70855,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,41593,41605,41600
485,20131115,20131127,20131122,17393,1,100,4,SO70855,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41593,41605,41600
487,20131115,20131127,20131122,17393,1,100,4,SO70855,3,1,1,54.99,54.99,0,0,20.5663,20.5663,54.99,4.3992,1.3748,,,41593,41605,41600
484,20131115,20131127,20131122,17393,1,100,4,SO70855,4,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41593,41605,41600
578,20131115,20131127,20131122,25683,1,100,7,SO70856,1,1,1,1214.85,1214.85,0,0,755.1508,755.1508,1214.85,97.188,30.3713,,,41593,41605,41600
541,20131115,20131127,20131122,25683,1,100,7,SO70856,2,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,41593,41605,41600
530,20131115,20131127,20131122,25683,1,100,7,SO70856,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41593,41605,41600
480,20131115,20131127,20131122,25683,1,100,7,SO70856,4,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41593,41605,41600
573,20131115,20131127,20131122,25452,1,100,7,SO70857,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,41593,41605,41600
606,20131115,20131127,20131122,25927,1,6,9,SO70858,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41593,41605,41600
529,20131115,20131127,20131122,25927,1,6,9,SO70858,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41593,41605,41600
538,20131115,20131127,20131122,25927,1,6,9,SO70858,3,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41593,41605,41600
484,20131115,20131127,20131122,25927,1,6,9,SO70858,4,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41593,41605,41600
587,20131115,20131127,20131122,15266,1,6,9,SO70859,1,1,1,769.49,769.49,0,0,419.7784,419.7784,769.49,61.5592,19.2373,,,41593,41605,41600
536,20131115,20131127,20131122,15266,1,6,9,SO70859,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41593,41605,41600
528,20131115,20131127,20131122,15266,1,6,9,SO70859,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41593,41605,41600
467,20131115,20131127,20131122,15266,1,6,9,SO70859,4,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,41593,41605,41600
222,20131115,20131127,20131122,15266,1,6,9,SO70859,5,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41593,41605,41600
359,20131115,20131127,20131122,15732,1,6,9,SO70860,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41593,41605,41600
478,20131115,20131127,20131122,15732,1,6,9,SO70860,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41593,41605,41600
563,20131115,20131127,20131122,28065,1,100,4,SO70861,1,1,1,2384.07,2384.07,0,0,1481.9379,1481.9379,2384.07,190.7256,59.6018,,,41593,41605,41600
217,20131115,20131127,20131122,28065,1,100,4,SO70861,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41593,41605,41600
605,20131115,20131127,20131122,27634,1,19,6,SO70862,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41593,41605,41600
538,20131115,20131127,20131122,27634,1,19,6,SO70862,2,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41593,41605,41600
529,20131115,20131127,20131122,27634,1,19,6,SO70862,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41593,41605,41600
480,20131115,20131127,20131122,27634,1,19,6,SO70862,4,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41593,41605,41600
580,20131115,20131127,20131122,17595,1,19,6,SO70863,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,41593,41605,41600
222,20131115,20131127,20131122,17595,1,19,6,SO70863,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41593,41605,41600
234,20131115,20131127,20131122,17595,1,19,6,SO70863,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41593,41605,41600
582,20131115,20131127,20131122,18589,1,100,1,SO70864,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,41593,41605,41600
479,20131115,20131127,20131122,18589,1,100,1,SO70864,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41593,41605,41600
477,20131115,20131127,20131122,18589,1,100,1,SO70864,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41593,41605,41600
488,20131115,20131127,20131122,18589,1,100,1,SO70864,4,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,41593,41605,41600
581,20131115,20131127,20131122,18609,1,100,1,SO70865,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,41593,41605,41600
222,20131115,20131127,20131122,18609,1,100,1,SO70865,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41593,41605,41600
231,20131115,20131127,20131122,18609,1,100,1,SO70865,3,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41593,41605,41600
382,20131115,20131127,20131122,25465,1,98,10,SO70866,1,1,1,1120.49,1120.49,0,0,713.0798,713.0798,1120.49,89.6392,28.0123,,,41593,41605,41600
214,20131115,20131127,20131122,25465,1,98,10,SO70866,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41593,41605,41600
605,20131115,20131127,20131122,25460,1,100,8,SO70867,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41593,41605,41600
477,20131115,20131127,20131122,25460,1,100,8,SO70867,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41593,41605,41600
479,20131115,20131127,20131122,25460,1,100,8,SO70867,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41593,41605,41600
584,20131115,20131127,20131122,24022,1,100,7,SO70868,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41593,41605,41600
538,20131115,20131127,20131122,24022,1,100,7,SO70868,2,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41593,41605,41600
605,20131115,20131127,20131122,25450,1,100,8,SO70869,1,1,1,539.99,539.99,0,0,343.6496,343.6496,539.99,43.1992,13.4998,,,41593,41605,41600
529,20131115,20131127,20131122,25450,1,100,8,SO70869,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41593,41605,41600
538,20131115,20131127,20131122,25450,1,100,8,SO70869,3,1,1,21.49,21.49,0,0,8.0373,8.0373,21.49,1.7192,0.5373,,,41593,41605,41600
480,20131115,20131127,20131122,25450,1,100,8,SO70869,4,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41593,41605,41600
585,20131115,20131127,20131122,11035,1,6,9,SO70870,1,1,1,742.35,742.35,0,0,461.4448,461.4448,742.35,59.388,18.5588,,,41593,41605,41600
477,20131115,20131127,20131122,11035,1,6,9,SO70870,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41593,41605,41600
479,20131115,20131127,20131122,11035,1,6,9,SO70870,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41593,41605,41600
567,20131115,20131127,20131122,14672,1,6,9,SO70871,1,1,1,742.35,742.35,0,0,461.4448,461.4448,742.35,59.388,18.5588,,,41593,41605,41600
477,20131115,20131127,20131122,14672,1,6,9,SO70871,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41593,41605,41600
479,20131115,20131127,20131122,14672,1,6,9,SO70871,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41593,41605,41600
583,20131115,20131127,20131122,22518,1,98,10,SO70872,1,1,1,1700.99,1700.99,0,0,1082.51,1082.51,1700.99,136.0792,42.5248,,,41593,41605,41600
217,20131115,20131127,20131122,22518,1,98,10,SO70872,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41593,41605,41600
374,20131114,20131126,20131121,21951,2,6,9,SO70752,1,1,1,2443.35,2443.35,0,0,1554.9479,1554.9479,2443.35,195.468,61.0838,,,41592,41604,41599
540,20131114,20131126,20131121,21951,1,6,9,SO70752,2,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,41592,41604,41599
529,20131114,20131126,20131121,21951,1,6,9,SO70752,3,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41592,41604,41599
539,20131114,20131126,20131121,14321,1,6,9,SO70753,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41592,41604,41599
480,20131114,20131126,20131121,14321,1,6,9,SO70753,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41592,41604,41599
539,20131114,20131126,20131121,14124,1,6,9,SO70754,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41592,41604,41599
536,20131114,20131126,20131121,19579,1,6,9,SO70755,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41592,41604,41599
485,20131114,20131126,20131121,19090,1,6,9,SO70756,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41592,41604,41599
214,20131114,20131126,20131121,19090,1,6,9,SO70756,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
529,20131114,20131126,20131121,25913,1,6,9,SO70757,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41592,41604,41599
480,20131114,20131126,20131121,25913,1,6,9,SO70757,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41592,41604,41599
529,20131114,20131126,20131121,15823,1,6,9,SO70758,1,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41592,41604,41599
214,20131114,20131126,20131121,15823,1,6,9,SO70758,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
214,20131114,20131126,20131121,13044,1,6,9,SO70759,1,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
541,20131114,20131126,20131121,19582,1,6,9,SO70760,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,41592,41604,41599
530,20131114,20131126,20131121,19582,1,6,9,SO70760,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
480,20131114,20131126,20131121,19582,2,6,9,SO70760,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41592,41604,41599
353,20131114,20131126,20131121,19325,1,100,8,SO70761,1,1,1,2319.99,2319.99,0,0,1265.6195,1265.6195,2319.99,185.5992,57.9998,,,41592,41604,41599
480,20131114,20131126,20131121,19325,1,100,8,SO70761,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41592,41604,41599
361,20131114,20131126,20131121,19903,1,100,7,SO70762,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41592,41604,41599
477,20131114,20131126,20131121,19903,1,100,7,SO70762,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
478,20131114,20131126,20131121,19903,1,100,7,SO70762,3,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41592,41604,41599
214,20131114,20131126,20131121,19903,1,100,7,SO70762,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
234,20131114,20131126,20131121,19903,1,100,7,SO70762,5,1,1,49.99,49.99,0,0,38.4923,38.4923,49.99,3.9992,1.2498,,,41592,41604,41599
363,20131114,20131126,20131121,12618,1,100,7,SO70763,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41592,41604,41599
478,20131114,20131126,20131121,12618,1,100,7,SO70763,2,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41592,41604,41599
477,20131114,20131126,20131121,12618,1,100,7,SO70763,3,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
222,20131114,20131126,20131121,12618,1,100,7,SO70763,4,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
359,20131114,20131126,20131121,19339,1,100,8,SO70764,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41592,41604,41599
485,20131114,20131126,20131121,19339,1,100,8,SO70764,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41592,41604,41599
217,20131114,20131126,20131121,19339,1,100,8,SO70764,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
363,20131114,20131126,20131121,12816,1,100,8,SO70765,1,1,1,2294.99,2294.99,0,0,1251.9813,1251.9813,2294.99,183.5992,57.3748,,,41592,41604,41599
485,20131114,20131126,20131121,12816,1,100,8,SO70765,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41592,41604,41599
484,20131114,20131126,20131121,12816,1,100,8,SO70765,3,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41592,41604,41599
483,20131114,20131126,20131121,12816,1,100,8,SO70765,4,1,1,120.0,120.0,0,0,44.88,44.88,120.0,9.6,3.0,,,41592,41604,41599
599,20131114,20131126,20131121,15667,1,100,8,SO70766,1,1,1,539.99,539.99,0,0,294.5797,294.5797,539.99,43.1992,13.4998,,,41592,41604,41599
485,20131114,20131126,20131121,15667,1,100,8,SO70766,2,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41592,41604,41599
483,20131114,20131126,20131121,15667,1,100,8,SO70766,3,1,1,120.0,120.0,0,0,44.88,44.88,120.0,9.6,3.0,,,41592,41604,41599
467,20131114,20131126,20131121,11300,1,19,6,SO70767,1,1,1,24.49,24.49,0,0,9.1593,9.1593,24.49,1.9592,0.6123,,,41592,41604,41599
214,20131114,20131126,20131121,11300,1,19,6,SO70767,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
214,20131114,20131126,20131121,11883,1,100,1,SO70768,1,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
541,20131114,20131126,20131121,27238,1,100,4,SO70769,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,41592,41604,41599
530,20131114,20131126,20131121,27238,1,100,4,SO70769,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
214,20131114,20131126,20131121,27238,1,100,4,SO70769,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
541,20131114,20131126,20131121,26799,1,100,4,SO70770,1,1,1,28.99,28.99,0,0,10.8423,10.8423,28.99,2.3192,0.7248,,,41592,41604,41599
536,20131114,20131126,20131121,23464,1,100,4,SO70771,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41592,41604,41599
528,20131114,20131126,20131121,23147,1,100,4,SO70772,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
536,20131114,20131126,20131121,23147,1,100,4,SO70772,2,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41592,41604,41599
480,20131114,20131126,20131121,23147,1,100,4,SO70772,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41592,41604,41599
483,20131114,20131126,20131121,23147,1,100,4,SO70772,4,1,1,120.0,120.0,0,0,44.88,44.88,120.0,9.6,3.0,,,41592,41604,41599
536,20131114,20131126,20131121,16731,1,19,6,SO70773,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41592,41604,41599
482,20131114,20131126,20131121,16731,1,19,6,SO70773,2,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41592,41604,41599
478,20131114,20131126,20131121,14359,1,19,6,SO70774,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41592,41604,41599
477,20131114,20131126,20131121,14359,1,19,6,SO70774,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
483,20131114,20131126,20131121,14359,1,19,6,SO70774,3,1,1,120.0,120.0,0,0,44.88,44.88,120.0,9.6,3.0,,,41592,41604,41599
478,20131114,20131126,20131121,12158,1,19,6,SO70775,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41592,41604,41599
477,20131114,20131126,20131121,12158,1,19,6,SO70775,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
222,20131114,20131126,20131121,12158,1,19,6,SO70775,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
478,20131114,20131126,20131121,21763,1,100,1,SO70776,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41592,41604,41599
477,20131114,20131126,20131121,21763,1,100,1,SO70776,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
222,20131114,20131126,20131121,21763,1,100,1,SO70776,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
478,20131114,20131126,20131121,21498,1,100,4,SO70777,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41592,41604,41599
477,20131114,20131126,20131121,21498,1,100,4,SO70777,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
483,20131114,20131126,20131121,21498,1,100,4,SO70777,3,1,1,120.0,120.0,0,0,44.88,44.88,120.0,9.6,3.0,,,41592,41604,41599
478,20131114,20131126,20131121,20493,1,100,1,SO70778,1,1,1,9.99,9.99,0,0,3.7363,3.7363,9.99,0.7992,0.2498,,,41592,41604,41599
477,20131114,20131126,20131121,20493,1,100,1,SO70778,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
481,20131114,20131126,20131121,20493,1,100,1,SO70778,3,1,1,8.99,8.99,0,0,3.3623,3.3623,8.99,0.7192,0.2248,,,41592,41604,41599
528,20131114,20131126,20131121,27110,1,19,6,SO70779,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
485,20131114,20131126,20131121,13922,1,100,1,SO70780,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41592,41604,41599
217,20131114,20131126,20131121,13922,1,100,1,SO70780,2,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
485,20131114,20131126,20131121,13445,1,100,4,SO70781,1,1,1,21.98,21.98,0,0,8.2205,8.2205,21.98,1.7584,0.5495,,,41592,41604,41599
488,20131114,20131126,20131121,13445,1,100,4,SO70781,2,1,1,53.99,53.99,0,0,41.5723,41.5723,53.99,4.3192,1.3498,,,41592,41604,41599
539,20131114,20131126,20131121,20800,1,98,10,SO70782,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41592,41604,41599
529,20131114,20131126,20131121,20800,1,98,10,SO70782,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41592,41604,41599
214,20131114,20131126,20131121,20800,1,98,10,SO70782,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
540,20131114,20131126,20131121,14201,1,100,7,SO70783,1,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,41592,41604,41599
540,20131114,20131126,20131121,14156,1,98,10,SO70784,1,1,1,32.6,32.6,0,0,12.1924,12.1924,32.6,2.608,0.815,,,41592,41604,41599
529,20131114,20131126,20131121,14156,1,98,10,SO70784,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41592,41604,41599
486,20131114,20131126,20131121,14156,1,98,10,SO70784,3,1,1,159.0,159.0,0,0,59.466,59.466,159.0,12.72,3.975,,,41592,41604,41599
539,20131114,20131126,20131121,17955,1,100,8,SO70785,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41592,41604,41599
529,20131114,20131126,20131121,17955,1,100,8,SO70785,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41592,41604,41599
217,20131114,20131126,20131121,17955,1,100,8,SO70785,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
477,20131114,20131126,20131121,21826,1,100,8,SO70786,1,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
484,20131114,20131126,20131121,21826,1,100,8,SO70786,2,1,1,7.95,7.95,0,0,2.9733,2.9733,7.95,0.636,0.1988,,,41592,41604,41599
536,20131114,20131126,20131121,19368,1,100,8,SO70787,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41592,41604,41599
480,20131114,20131126,20131121,19368,2,100,8,SO70787,2,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41592,41604,41599
539,20131114,20131126,20131121,21870,1,98,10,SO70788,1,1,1,24.99,24.99,0,0,9.3463,9.3463,24.99,1.9992,0.6248,,,41592,41604,41599
529,20131114,20131126,20131121,21870,1,98,10,SO70788,2,1,1,3.99,3.99,0,0,1.4923,1.4923,3.99,0.3192,0.0998,,,41592,41604,41599
214,20131114,20131126,20131121,21870,1,98,10,SO70788,3,1,1,34.99,34.99,0,0,13.0863,13.0863,34.99,2.7992,0.8748,,,41592,41604,41599
225,20131114,20131126,20131121,21870,1,98,10,SO70788,4,1,1,8.99,8.99,0,0,6.9223,6.9223,8.99,0.7192,0.2248,,,41592,41604,41599
536,20131114,20131126,20131121,18015,1,100,7,SO70789,1,1,1,29.99,29.99,0,0,11.2163,11.2163,29.99,2.3992,0.7498,,,41592,41604,41599
528,20131114,20131126,20131121,18015,1,100,7,SO70789,2,1,1,4.99,4.99,0,0,1.8663,1.8663,4.99,0.3992,0.1248,,,41592,41604,41599
480,20131114,20131126,20131121,18015,1,100,7,SO70789,3,1,1,2.29,2.29,0,0,0.8565,0.8565,2.29,0.1832,0.0573,,,41592,41604,41599
